PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME
1626180,Michael Qualls,1610612760,Thunder
1626181,Norman Powell,1610612761,Raptors
1626182,Jonathan Holmes,1610612738,Celtics
1626183,Branden Dawson,1610612753,Magic
1626184,Chasson Randle,1610612764,Wizards
1626185,Jarell Martin,1610612739,Cavaliers
1626186,Corey Hawkins,1610612748,Heat
1626187,Michael Frazier,1610612745,Rockets
1626188,Quinn Cook,1610612747,Lakers
1626189,Terran Petteway,1610612737,Hawks
1626190,Dez Wells,1610612760,Thunder
1626191,Chris McCullough,1610612765,Pistons
1626192,Pat Connaughton,1610612749,Bucks
1626193,Robert Upshaw,1610612747,Lakers
1626195,Willy Hernangomez,1610612766,Hornets
1626196,Josh Richardson,1610612755,76ers
1626199,Darrun Hilliard,1610612759,Spurs
1626201,Wesley Saunders,1610612752,Knicks
1626202,Joe Young,1610612754,Pacers
1626203,Treveon Graham,1610612750,Timberwolves
1626204,Larry Nance Jr.,1610612739,Cavaliers
1626205,Vincent Hunter,1610612763,Grizzlies
1626207,Ryan Boatright,1610612751,Nets
1626208,Keifer Sykes,1610612759,Spurs
1626209,Mario Hezonja,1610612757,Trail Blazers
1626210,Alan Williams,1610612751,Nets
1626213,Yanick Moreira,1610612761,Raptors
1626214,Bryce Dejean-Jones,1610612740,Pelicans
1626217,Chris Walker,1610612745,Rockets
1626219,Juwan Staten,1610612744,Warriors
1626220,Royce O'Neale,1610612762,Jazz
1626224,Cedi Osman,1610612739,Cavaliers
1626242,Luis Montero,1610612765,Pistons
1626245,Cristiano Felicio,1610612741,Bulls
1626246,Boban Marjanovic,1610612742,Mavericks
1626251,Duje Dukan,1610612758,Kings
1626252,Michale Kyser,1610612761,Raptors
1626253,Axel Toupane,1610612740,Pelicans
1626254,Maurice Ndour,1610612752,Knicks
1626257,Salah Mejri,1610612742,Mavericks
1626258,Corey Walden,1610612738,Celtics
1626259,Malcolm Miller,1610612761,Raptors
